,Component_1,Component_2,Component_3,Component_4,Component_5
rh_precuneus_thickness,-0.14093584971316728,0.06925380165158869,0.04506018181576209,0.0727098195047269,-0.14463717640532286
lh_rostralanteriorcingulate_thickness,-0.06464324879760676,0.07962662718585971,-0.07297855813224986,-0.1362267257453321,0.12338721926420747
rh_rostralanteriorcingulate_thickness,-0.0030169485183596475,0.14125382038743234,-0.00755069963512523,-0.1137159084982133,-0.18915965643605837
lh_rostralmiddlefrontal_thickness,-0.14192211090690474,0.07272367723336708,-0.15335794192774013,-0.09051306238923855,-0.011761395854906055
rh_rostralmiddlefrontal_thickness,-0.1202822476641668,0.10200629831863983,-0.11877277908768953,0.0172455544234673,-0.19024172599288408
lh_superiorfrontal_thickness,-0.1765647292194769,0.029761652990801208,-0.15970478548081296,-0.011112862025384281,0.09219456885682759
rh_superiorfrontal_thickness,-0.16236224196604956,0.05032009187886527,-0.12003026098858656,0.11127384236697119,-0.10434667334719618
lh_superiorparietal_thickness,-0.1354606832428341,0.07326910148099047,-0.10179204954631935,0.11029556704435366,0.15799425551121327
rh_superiorparietal_thickness,-0.13985799675668814,0.061591945846077634,0.003200696559347644,0.16686661179521814,-0.12889853392476713
lh_superiortemporal_thickness,-0.1544296745932747,0.02468585455842569,0.009117104518185912,-0.1403120716829541,0.1814697568897835
rh_superiortemporal_thickness,-0.1607971716934988,0.021914012267058088,0.08403620499502253,0.012914348656109782,-0.07604735323439799
lh_supramarginal_thickness,-0.18386236491935246,0.0051974417693846945,-0.0760967144566892,0.0031345546842482686,0.1080388011888345
rh_supramarginal_thickness,-0.16312507089800887,0.03659384868205039,-0.029013556975476328,0.1357156356120889,-0.044638876079890186
lh_transversetemporal_thickness,-0.03665400237412766,0.10596474768979214,0.1305862410319308,-0.10253293390331611,0.04237357967733479
rh_transversetemporal_thickness,-0.02610450980469169,0.12742350710568273,0.11448151818650673,0.01791165426801653,-0.02216269170407638
sex_1,0.30141010121026596,0.47526054989047833,-0.3164035012402695,-0.06961447326647228,-0.06561857247124789
assessment_centre_11026,-0.021708744180492266,-0.03557450773136525,0.10024740122610709,-0.08646484229394112,-0.06245384602492648
assessment_centre_11027,-0.038950115421194635,-0.08894811164480358,0.08647855038648998,-0.04694787362653679,-0.027290358963599787
